customerid,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,cluster
57965,30,Female,27,10,9,29,Basic,Quarterly,672,4,1,0
57966,54,Female,21,13,9,23,Standard,Quarterly,343,8,1,2
57967,35,Female,29,21,5,30,Premium,Quarterly,257,10,1,2
57968,20,Female,57,17,7,17,Standard,Monthly,546,12,1,2
57969,35,Female,28,1,4,24,Basic,Monthly,736,23,1,0
57970,28,Male,27,19,8,18,Standard,Monthly,369,10,1,0
57971,25,Male,40,1,5,30,Premium,Quarterly,847,4,1,2
57972,54,Female,28,2,5,1,Standard,Quarterly,856,11,1,2
57973,25,Female,36,3,7,21,Standard,Annual,933,12,1,1
57974,19,Female,12,12,1,25,Standard,Annual,194,26,1,1
57975,56,Female,43,21,6,22,Basic,Quarterly,477,4,1,0
57976,65,Male,29,2,6,16,Standard,Monthly,295,11,1,0
57977,51,Male,10,3,5,6,Standard,Annual,135,23,1,1
57978,41,Female,2,25,9,22,Premium,Quarterly,475,13,1,2
57979,50,Female,25,3,8,18,Basic,Monthly,699,15,1,0
57980,59,Female,29,13,9,27,Standard,Quarterly,568,29,1,2
57981,64,Female,42,1,5,4,Premium,Quarterly,474,13,1,2
57982,43,Female,58,8,5,27,Basic,Quarterly,742,9,1,0
57983,23,Female,31,5,9,16,Premium,Annual,758,18,1,1
57984,60,Female,37,21,8,23,Premium,Quarterly,768,26,1,2
57985,50,Female,55,2,10,28,Basic,Quarterly,166,15,1,0
57986,21,Female,4,19,8,30,Basic,Quarterly,452,18,1,0
57987,25,Female,25,21,7,27,Basic,Monthly,454,22,1,0
57988,50,Female,32,13,8,20,Basic,Quarterly,960,22,1,0
57989,22,Female,28,8,6,24,Basic,Quarterly,700,12,1,0
57990,20,Male,45,7,6,29,Basic,Quarterly,190,6,1,0
57991,58,Female,41,26,6,21,Premium,Monthly,618,26,1,2
57992,62,Female,20,27,10,29,Premium,Quarterly,241,13,1,2
57993,51,Male,52,1,6,9,Premium,Annual,146,12,1,1
57994,57,Male,52,1,9,11,Standard,Monthly,547,15,1,0
57995,21,Female,35,14,1,30,Premium,Monthly,961,27,1,2
57996,53,Male,34,25,10,20,Basic,Quarterly,885,2,1,0
57997,42,Female,4,11,1,28,Premium,Monthly,859,10,1,2
57998,24,Male,38,6,5,25,Premium,Annual,746,12,1,1
57999,25,Male,28,18,8,30,Premium,Monthly,596,1,1,2
58000,64,Female,36,19,8,29,Basic,Monthly,967,15,1,0
58001,60,Female,55,28,8,25,Basic,Monthly,807,28,1,0
58002,42,Male,37,24,8,21,Standard,Quarterly,398,2,1,1
58003,33,Male,50,11,9,18,Basic,Annual,478,19,1,1
58004,38,Male,50,10,8,16,Basic,Monthly,510,13,1,0
58005,19,Male,26,10,6,17,Standard,Annual,409,15,1,1
58006,29,Female,48,19,6,23,Basic,Annual,881,28,1,1
58007,34,Female,51,4,0,29,Premium,Monthly,130,30,1,2
58008,61,Female,31,30,4,21,Premium,Monthly,942,9,1,2
58009,56,Female,49,13,8,18,Basic,Annual,287,25,1,1
58010,27,Female,47,2,4,25,Basic,Quarterly,480,29,1,0
58011,51,Female,34,25,10,21,Basic,Monthly,731,29,1,0
58012,50,Female,38,14,4,23,Premium,Monthly,153,20,1,2
58013,32,Male,28,16,7,17,Standard,Monthly,160,30,1,0
58014,36,Male,40,27,8,20,Standard,Annual,384,8,1,1
58015,53,Male,15,5,4,21,Premium,Monthly,463,30,1,2
58016,59,Female,4,26,5,25,Basic,Quarterly,478,16,1,0
58017,53,Female,38,1,9,10,Standard,Annual,957,29,1,1
58018,54,Female,51,1,1,26,Standard,Monthly,695,4,1,2
58019,65,Female,27,23,1,24,Basic,Quarterly,347,18,1,0
58020,38,Female,7,20,10,27,Premium,Annual,139,24,1,1
58021,54,Female,11,2,0,13,Basic,Annual,351,13,1,1
58022,34,Female,38,16,6,23,Standard,Monthly,678,24,1,2
58023,25,Female,46,4,10,27,Standard,Annual,214,30,1,1
58024,57,Female,36,30,8,20,Premium,Quarterly,934,26,1,2
58025,64,Female,30,21,6,21,Premium,Annual,980,20,1,1
58026,52,Female,17,20,6,25,Premium,Monthly,663,6,1,2
58027,54,Female,37,16,9,18,Premium,Annual,694,30,1,1
58028,41,Female,56,12,9,24,Standard,Monthly,918,9,1,2
58029,64,Male,25,4,10,1,Basic,Annual,889,10,1,1
58030,25,Female,56,16,5,19,Standard,Annual,845,6,1,1
58031,36,Female,3,1,0,15,Standard,Annual,267,16,1,1
58032,38,Male,58,8,7,27,Standard,Quarterly,692,26,1,1
58033,60,Male,35,13,7,16,Basic,Annual,783,7,1,1
58034,55,Female,32,20,4,29,Basic,Monthly,687,1,1,0
58035,19,Male,56,21,7,18,Standard,Quarterly,804,4,1,1
58036,51,Male,44,2,4,6,Premium,Annual,120,4,1,1
58037,65,Female,13,21,8,26,Premium,Monthly,853,29,1,2
58038,41,Female,3,6,10,24,Standard,Quarterly,238,11,1,2
58039,39,Female,59,1,10,30,Standard,Annual,854,30,1,1
58040,20,Female,60,18,8,23,Basic,Annual,588,4,1,1
58041,19,Male,33,10,8,20,Standard,Annual,806,6,1,1
58042,62,Female,1,3,8,0,Standard,Monthly,763,22,1,2
58043,62,Female,40,13,6,27,Basic,Annual,178,5,1,1
58044,56,Female,59,15,8,16,Basic,Quarterly,308,13,1,0
58045,63,Female,50,13,10,28,Premium,Annual,170,14,1,1
58046,53,Male,42,6,5,26,Basic,Monthly,748,25,1,0
58047,46,Female,24,21,1,26,Premium,Monthly,541,16,1,2
58048,46,Female,53,27,2,26,Premium,Monthly,764,16,1,2
58049,23,Female,53,30,5,22,Basic,Monthly,257,16,1,0
58050,56,Female,30,2,7,10,Basic,Quarterly,866,29,1,0
58051,25,Male,60,4,10,23,Basic,Monthly,701,21,1,0
58052,54,Male,25,4,8,17,Standard,Quarterly,726,23,1,1
58053,49,Female,48,18,5,16,Standard,Annual,600,16,1,1
58054,45,Female,38,20,1,29,Standard,Monthly,155,11,1,2
58055,23,Female,33,23,8,16,Premium,Quarterly,685,19,1,2
58056,23,Male,48,13,6,29,Basic,Quarterly,546,19,1,0
58057,34,Male,52,8,5,22,Basic,Quarterly,145,14,1,0
58058,46,Male,33,29,10,28,Standard,Monthly,922,30,1,0
58059,48,Female,13,23,10,27,Premium,Monthly,815,1,1,2
58060,34,Female,32,11,8,28,Premium,Annual,207,28,1,1
58061,46,Female,14,7,9,24,Standard,Monthly,938,20,1,2
58062,58,Male,44,16,10,17,Premium,Monthly,952,10,1,2
58063,44,Female,21,1,8,25,Basic,Monthly,836,7,1,0
58064,22,Female,22,6,5,27,Basic,Monthly,431,25,1,0
58065,49,Female,25,13,9,16,Premium,Quarterly,228,25,1,2
58066,52,Male,10,1,0,0,Standard,Annual,753,25,1,1
58067,31,Female,38,25,8,18,Premium,Quarterly,223,22,1,2
58068,39,Female,26,19,3,24,Premium,Monthly,725,8,1,2
58069,62,Female,42,8,0,23,Standard,Monthly,286,2,1,2
58070,51,Male,57,19,9,16,Standard,Quarterly,207,5,1,1
58071,54,Female,3,29,8,24,Premium,Monthly,849,6,1,2
58072,41,Female,44,8,9,27,Standard,Quarterly,554,25,1,2
58073,39,Male,7,1,5,10,Basic,Annual,618,8,1,1
58074,57,Female,6,19,9,25,Premium,Annual,451,1,1,1
58075,44,Female,55,24,10,19,Standard,Annual,245,13,1,1
58076,20,Female,39,6,6,23,Standard,Annual,891,4,1,1
58077,32,Male,32,2,7,30,Premium,Quarterly,755,14,1,2
58078,64,Female,19,1,9,1,Basic,Monthly,375,16,1,0
58079,31,Male,42,24,5,16,Standard,Annual,961,23,1,1
58080,26,Female,45,24,7,21,Premium,Quarterly,918,2,1,2
58081,23,Male,56,27,8,22,Standard,Quarterly,613,23,1,1
58082,56,Male,6,3,4,26,Standard,Quarterly,492,26,1,1
58083,43,Female,4,2,2,5,Premium,Annual,758,15,1,1
58084,51,Female,9,12,8,24,Basic,Quarterly,496,11,1,0
58085,55,Female,56,25,2,24,Basic,Monthly,130,7,1,0
58086,59,Male,50,4,5,6,Premium,Monthly,720,25,1,2
58087,27,Female,36,27,10,24,Standard,Quarterly,767,17,1,2
58088,53,Male,24,17,10,16,Standard,Quarterly,579,14,1,1
58089,22,Female,32,30,2,24,Basic,Monthly,284,17,1,0
58090,19,Female,60,8,4,26,Standard,Monthly,879,3,1,2
58091,56,Female,47,1,4,24,Premium,Quarterly,211,29,1,2
58092,63,Female,45,12,7,20,Premium,Monthly,251,21,1,2
58093,32,Male,35,29,7,18,Standard,Annual,459,25,1,1
58094,53,Female,4,2,6,14,Premium,Annual,773,17,1,1
58095,43,Female,11,2,8,29,Premium,Monthly,837,22,1,2
58096,63,Female,2,5,5,15,Basic,Monthly,615,24,1,0
58097,35,Male,30,1,10,22,Standard,Quarterly,949,15,1,1
58098,36,Male,48,30,6,25,Standard,Annual,270,2,1,1
58099,24,Female,51,24,10,16,Basic,Monthly,606,16,1,0
58100,25,Male,38,11,7,26,Premium,Annual,605,12,1,1
58101,52,Male,43,19,7,26,Basic,Annual,259,30,1,1
58102,46,Female,36,29,8,19,Standard,Annual,945,17,1,1
58103,50,Female,45,28,8,30,Premium,Monthly,648,23,1,2
58104,57,Male,17,1,7,5,Premium,Monthly,132,26,1,2
58105,40,Female,59,1,10,25,Standard,Quarterly,758,23,1,2
58106,53,Male,58,9,6,24,Standard,Annual,751,4,1,1
58107,53,Female,15,1,8,14,Premium,Quarterly,705,6,1,2
58108,30,Female,36,9,0,23,Basic,Annual,455,25,1,1
58109,43,Female,14,30,6,21,Basic,Annual,432,6,1,1
58110,28,Female,48,29,7,18,Basic,Quarterly,131,20,1,0
58111,23,Female,48,1,1,21,Standard,Monthly,358,7,1,2
58112,29,Male,55,23,7,21,Basic,Monthly,248,13,1,0
58113,48,Female,43,15,5,19,Premium,Quarterly,724,20,1,2
58114,48,Female,25,27,4,23,Basic,Quarterly,397,9,1,0
58115,59,Male,30,3,8,9,Standard,Annual,674,4,1,1
58116,55,Male,34,19,7,24,Standard,Quarterly,737,5,1,1
58117,45,Female,23,11,3,24,Basic,Monthly,782,21,1,0
58118,30,Female,20,3,0,29,Basic,Monthly,894,13,1,0
58119,62,Male,28,2,5,20,Premium,Quarterly,610,7,1,2
58120,41,Female,51,28,0,27,Standard,Monthly,614,14,1,2
58121,18,Male,29,19,8,19,Basic,Quarterly,315,10,1,0
58122,40,Female,53,28,5,24,Premium,Annual,622,24,1,1
58123,26,Female,32,21,9,19,Premium,Monthly,155,23,1,2
58124,38,Male,50,8,5,27,Premium,Monthly,576,1,1,2
58125,32,Female,6,23,2,28,Standard,Monthly,155,21,1,2
58126,36,Female,28,2,5,27,Basic,Monthly,101,15,1,0
58127,45,Female,50,11,1,24,Standard,Quarterly,323,28,1,2
58128,35,Female,50,15,5,30,Basic,Annual,619,28,1,1
58129,56,Male,36,13,6,23,Premium,Quarterly,564,21,1,2
58130,39,Female,25,25,0,28,Premium,Monthly,155,1,1,2
58131,50,Male,33,27,10,16,Basic,Quarterly,188,1,1,0
58132,60,Female,40,2,7,18,Standard,Quarterly,405,16,1,2
58133,42,Male,31,14,6,28,Standard,Annual,854,29,1,1
58134,18,Female,37,20,5,16,Standard,Quarterly,903,22,1,2
58135,31,Female,27,20,7,18,Basic,Monthly,712,1,1,0
58136,47,Male,26,30,10,22,Premium,Annual,244,1,1,1
58137,51,Female,44,26,9,20,Standard,Quarterly,673,14,1,2
58138,57,Female,48,3,2,26,Basic,Monthly,410,14,1,0
58139,24,Female,40,20,10,24,Premium,Quarterly,425,6,1,2
58140,20,Female,32,3,2,22,Premium,Monthly,460,8,1,2
58141,65,Female,10,1,9,5,Standard,Quarterly,248,2,1,2
58142,49,Male,56,18,7,26,Basic,Annual,219,20,1,1
58143,54,Female,54,2,6,14,Standard,Monthly,370,16,1,2
58144,56,Female,29,5,8,22,Basic,Quarterly,381,19,1,0
58145,37,Female,29,5,0,21,Standard,Quarterly,293,18,1,2
58146,48,Male,9,2,8,12,Standard,Annual,238,28,1,1
58147,22,Male,46,15,6,29,Premium,Quarterly,112,10,1,2
58148,55,Male,55,26,9,20,Premium,Monthly,239,2,1,2
58149,54,Male,48,13,10,22,Standard,Annual,979,26,1,1
58150,65,Female,4,21,8,30,Premium,Monthly,305,5,1,2
58151,50,Male,27,3,9,29,Basic,Annual,670,27,1,1
58152,43,Female,25,18,10,17,Basic,Monthly,538,23,1,0
58153,60,Female,1,4,6,4,Standard,Annual,810,28,1,1
58154,48,Male,49,11,6,29,Standard,Quarterly,704,15,1,1
58155,42,Male,6,1,3,10,Standard,Annual,582,15,1,1
58156,19,Female,2,13,5,30,Standard,Monthly,472,22,1,2
58157,34,Female,12,1,7,10,Basic,Annual,240,21,1,1
58158,48,Female,53,19,8,26,Premium,Annual,673,13,1,1
58159,26,Female,51,14,6,22,Basic,Quarterly,305,29,1,0
58160,56,Male,37,14,9,22,Basic,Monthly,813,28,1,0
58161,64,Female,31,27,5,20,Premium,Monthly,655,29,1,2
58162,48,Female,35,4,0,29,Basic,Annual,415,3,1,1
58163,34,Female,51,9,9,18,Basic,Annual,627,24,1,1
58164,24,Male,56,1,5,20,Basic,Annual,507,14,1,1
58165,59,Male,24,18,6,26,Premium,Monthly,195,18,1,2
58166,22,Male,57,7,5,24,Basic,Monthly,624,17,1,0
58167,34,Male,54,17,5,18,Basic,Monthly,706,26,1,0
58168,45,Female,36,21,7,17,Premium,Quarterly,747,15,1,2
58169,31,Male,25,15,7,18,Premium,Quarterly,884,16,1,2
58170,20,Male,48,30,5,23,Standard,Quarterly,226,15,1,1
58171,52,Female,49,10,9,30,Premium,Monthly,664,1,1,2
58172,55,Female,48,29,5,30,Premium,Annual,926,23,1,1
58173,20,Female,49,22,5,30,Basic,Annual,476,30,1,1
58174,53,Female,37,21,5,27,Basic,Annual,724,3,1,1
58175,29,Female,12,9,10,25,Premium,Quarterly,363,4,1,2
58176,39,Female,1,13,0,26,Premium,Monthly,640,2,1,2
58177,22,Female,37,5,7,26,Premium,Monthly,246,9,1,2
58178,19,Male,33,4,8,30,Basic,Monthly,322,2,1,0
58179,31,Male,46,6,8,21,Basic,Quarterly,156,19,1,0
58180,64,Male,15,1,8,19,Standard,Annual,237,17,1,1
58181,27,Male,25,18,7,20,Standard,Monthly,768,8,1,0
58182,60,Female,1,5,6,7,Standard,Quarterly,265,25,1,2
58183,50,Female,41,1,10,22,Premium,Monthly,916,30,1,2
58184,29,Female,53,13,5,27,Premium,Quarterly,699,23,1,2
58185,50,Male,59,21,9,30,Basic,Monthly,547,24,1,0
58186,43,Female,55,16,6,24,Basic,Quarterly,867,4,1,0
58187,65,Female,27,19,4,21,Standard,Quarterly,374,14,1,2
58188,29,Female,59,28,0,24,Basic,Monthly,347,27,1,0
58189,35,Female,30,16,4,21,Basic,Monthly,619,8,1,0
58190,31,Female,27,9,8,27,Basic,Quarterly,499,21,1,0
58191,27,Male,47,1,7,17,Premium,Monthly,906,19,1,2
58192,50,Male,47,26,7,30,Premium,Monthly,300,24,1,2
58193,25,Female,54,28,10,23,Premium,Quarterly,323,20,1,2
58194,48,Female,1,14,2,22,Basic,Annual,132,21,1,1
58195,46,Male,55,12,5,23,Premium,Quarterly,562,14,1,2
58196,41,Female,47,27,1,28,Basic,Monthly,186,15,1,0
58197,62,Male,46,21,8,19,Basic,Quarterly,291,12,1,0
58198,61,Female,54,3,6,21,Premium,Annual,616,2,1,1
58199,59,Male,26,18,7,28,Premium,Annual,771,30,1,1
58200,62,Male,57,1,6,10,Premium,Monthly,492,23,1,2
58201,55,Female,4,1,1,28,Basic,Quarterly,447,29,1,0
58202,23,Female,43,28,10,20,Premium,Annual,711,11,1,1
58203,58,Male,22,3,7,4,Standard,Annual,775,23,1,1
58204,56,Male,19,1,8,15,Standard,Monthly,181,7,1,0
58205,61,Female,55,4,6,28,Basic,Quarterly,570,3,1,0
58206,18,Male,57,12,6,29,Premium,Quarterly,980,1,1,2
58207,57,Male,20,3,8,13,Premium,Annual,593,26,1,1
58208,53,Female,25,18,10,27,Basic,Monthly,549,30,1,0
58209,52,Male,60,5,8,13,Standard,Monthly,161,12,1,0
58210,64,Female,37,21,7,28,Standard,Annual,362,26,1,1
58211,50,Male,57,5,10,29,Premium,Monthly,530,20,1,2
58212,34,Female,46,29,4,25,Premium,Quarterly,245,14,1,2
58213,19,Male,58,27,7,19,Basic,Annual,487,13,1,1
58214,56,Female,28,12,3,25,Standard,Monthly,859,24,1,2
58215,18,Male,24,19,7,21,Standard,Annual,605,1,1,1
58216,36,Male,35,30,9,26,Premium,Annual,176,18,1,1
58217,28,Female,33,7,10,19,Basic,Annual,411,17,1,1
58218,36,Male,24,10,9,27,Basic,Monthly,896,4,1,0
58219,20,Male,6,2,7,27,Basic,Annual,504,22,1,1
58220,60,Female,44,15,6,22,Standard,Annual,114,15,1,1
58221,31,Female,30,29,6,23,Premium,Annual,414,30,1,1
58222,53,Female,39,26,8,28,Basic,Monthly,295,8,1,0
58223,43,Female,45,30,5,24,Premium,Monthly,371,2,1,2
58224,28,Male,45,29,8,25,Basic,Monthly,288,29,1,0
58225,18,Male,26,27,10,22,Basic,Annual,465,12,1,1
58226,52,Male,30,1,6,29,Standard,Monthly,796,7,1,0
58227,26,Female,58,30,7,22,Standard,Annual,451,18,1,1
58228,38,Male,48,3,6,16,Basic,Monthly,429,17,1,0
58229,57,Female,42,1,1,22,Premium,Monthly,196,24,1,2
58230,31,Female,30,17,2,25,Standard,Monthly,823,10,1,2
58231,54,Female,14,21,5,28,Standard,Monthly,323,2,1,2
58232,42,Female,35,2,4,3,Basic,Annual,114,30,1,1
58233,43,Male,34,4,5,22,Premium,Annual,405,7,1,1
58234,31,Female,12,18,5,27,Premium,Monthly,983,14,1,2
58235,51,Female,42,29,10,25,Standard,Annual,782,6,1,1
58236,51,Male,13,3,5,5,Basic,Annual,675,21,1,1
58237,36,Female,38,22,10,22,Basic,Quarterly,310,12,1,0
58238,23,Female,60,2,6,21,Standard,Monthly,244,27,1,2
58239,25,Female,32,4,1,24,Premium,Monthly,638,29,1,2
58240,21,Female,27,2,5,19,Standard,Annual,814,6,1,1
58241,65,Female,7,19,0,24,Standard,Monthly,777,3,1,2
58242,55,Male,28,21,10,17,Standard,Monthly,374,25,1,0
58243,32,Female,5,1,6,17,Premium,Annual,658,16,1,1
58244,56,Male,54,28,10,17,Standard,Monthly,887,2,1,0
58245,25,Female,16,19,1,26,Standard,Monthly,293,5,1,2
58246,61,Female,32,1,6,26,Standard,Annual,816,6,1,1
58247,45,Female,47,4,9,19,Standard,Quarterly,984,29,1,2
58248,53,Female,5,28,5,26,Basic,Quarterly,364,16,1,0
58249,35,Female,55,8,5,20,Standard,Quarterly,814,9,1,2
58250,30,Female,37,28,7,22,Premium,Monthly,632,10,1,2
58251,58,Female,51,2,2,26,Premium,Monthly,564,3,1,2
58252,42,Female,42,9,5,28,Premium,Monthly,619,29,1,2
58253,39,Female,32,5,10,27,Premium,Quarterly,376,8,1,2
58254,52,Female,42,4,5,23,Premium,Monthly,120,26,1,2
58255,38,Male,30,3,5,21,Standard,Quarterly,220,19,1,1
58256,63,Male,3,2,3,0,Premium,Annual,807,20,1,1
58257,33,Female,3,20,8,30,Basic,Monthly,348,1,1,0
58258,41,Male,35,9,5,16,Basic,Monthly,128,1,1,0
58259,29,Female,29,13,9,19,Standard,Monthly,843,13,1,2
58260,32,Male,2,3,5,11,Basic,Monthly,381,6,1,0
58261,65,Male,35,5,4,2,Standard,Annual,829,14,1,1
58262,62,Male,57,15,8,22,Basic,Quarterly,415,30,1,0
58263,57,Male,30,25,10,27,Basic,Quarterly,106,23,1,0
58264,64,Female,59,1,4,17,Premium,Monthly,424,1,1,2
58265,38,Female,26,27,6,27,Premium,Quarterly,627,28,1,2
58266,61,Male,46,28,9,22,Standard,Quarterly,769,28,1,1
58267,63,Female,25,2,7,28,Premium,Annual,860,2,1,1
58268,26,Female,47,28,0,29,Basic,Monthly,555,29,1,0
58269,30,Male,29,9,6,16,Premium,Monthly,360,21,1,2
58270,38,Male,45,16,5,27,Basic,Annual,901,2,1,1
58271,49,Male,26,4,6,24,Standard,Monthly,654,18,1,0
58272,23,Male,57,11,8,16,Premium,Quarterly,532,30,1,2
58273,22,Male,52,3,5,21,Standard,Quarterly,317,20,1,1
58274,18,Male,53,14,10,16,Standard,Annual,872,17,1,1
58275,47,Female,43,10,6,30,Standard,Monthly,804,7,1,2
58276,31,Female,44,10,1,26,Basic,Monthly,499,4,1,0
58277,37,Female,40,10,0,26,Standard,Quarterly,413,4,1,2
58278,28,Male,31,16,9,23,Standard,Quarterly,607,14,1,1
58279,52,Female,52,15,0,23,Basic,Monthly,888,19,1,0
58280,61,Female,23,20,1,21,Premium,Quarterly,279,25,1,2
58281,55,Female,16,2,9,21,Basic,Quarterly,582,4,1,0
58282,25,Female,55,10,2,21,Basic,Monthly,584,11,1,0
58283,57,Female,26,11,10,18,Premium,Annual,595,20,1,1
58284,37,Female,24,19,6,17,Basic,Annual,269,23,1,1
58285,27,Female,52,29,9,30,Standard,Annual,256,8,1,1
58286,65,Male,59,30,10,19,Premium,Monthly,843,13,1,2
58287,23,Male,51,7,10,22,Standard,Quarterly,630,4,1,1
58288,40,Female,36,16,4,21,Standard,Annual,272,7,1,1
58289,34,Male,32,30,6,25,Basic,Monthly,999,6,1,0
58290,65,Male,26,22,5,18,Standard,Annual,843,4,1,1
58291,60,Male,49,22,10,26,Standard,Quarterly,226,27,1,1
58292,43,Male,44,5,9,21,Basic,Monthly,212,16,1,0
58293,30,Female,57,5,6,26,Standard,Annual,806,12,1,1
58294,43,Female,55,23,5,30,Premium,Monthly,427,7,1,2
58295,62,Female,36,1,9,15,Basic,Quarterly,651,23,1,0
58296,39,Female,59,27,7,16,Standard,Annual,550,28,1,1
58297,49,Female,38,3,5,27,Basic,Monthly,195,9,1,0
58298,28,Female,8,2,9,23,Basic,Annual,981,6,1,1
58299,39,Male,32,16,6,17,Standard,Annual,296,3,1,1
58300,22,Female,47,20,6,27,Standard,Annual,823,29,1,1
58301,46,Female,59,11,5,27,Premium,Quarterly,739,17,1,2
58302,21,Female,11,28,4,28,Premium,Annual,333,27,1,1
58303,52,Female,49,14,10,25,Standard,Quarterly,317,1,1,2
58304,40,Male,34,5,5,18,Standard,Quarterly,550,12,1,1
58305,30,Female,29,2,0,18,Premium,Annual,102,28,1,1
58306,64,Male,57,14,8,28,Standard,Quarterly,539,18,1,1
58307,51,Female,41,8,0,21,Basic,Quarterly,189,19,1,0
58308,58,Male,21,2,8,16,Standard,Monthly,209,22,1,0
58309,32,Male,35,30,7,27,Basic,Annual,847,3,1,1
58310,35,Male,45,23,6,21,Basic,Annual,302,10,1,1
58311,49,Male,34,23,6,24,Basic,Annual,628,24,1,1
58312,22,Male,48,28,5,16,Standard,Monthly,884,17,1,0
58313,56,Male,50,18,8,29,Standard,Monthly,285,28,1,0
58314,40,Female,47,5,4,30,Basic,Annual,152,21,1,1
58315,60,Male,31,11,9,20,Premium,Monthly,389,11,1,2
58316,65,Female,15,23,2,26,Basic,Monthly,662,7,1,0
58317,37,Female,44,25,2,27,Premium,Quarterly,214,27,1,2
58318,57,Female,44,11,8,26,Basic,Quarterly,680,29,1,0
58319,20,Male,43,11,5,22,Basic,Monthly,669,27,1,0
58320,24,Male,49,23,8,22,Premium,Monthly,766,4,1,2
58321,55,Male,9,4,8,9,Premium,Quarterly,626,25,1,2
58322,30,Male,39,3,7,19,Premium,Monthly,413,18,1,2
58323,37,Male,42,10,5,29,Standard,Quarterly,314,15,1,1
58324,39,Male,59,18,5,30,Premium,Monthly,189,11,1,2
58325,24,Female,16,19,1,22,Basic,Monthly,151,2,1,0
58326,63,Female,34,2,8,11,Premium,Monthly,918,19,1,2
58327,59,Female,7,4,10,22,Basic,Annual,536,4,1,1
58328,62,Female,37,11,9,30,Premium,Annual,104,19,1,1
58329,38,Male,24,26,7,23,Basic,Monthly,286,5,1,0
58330,63,Male,41,8,6,18,Standard,Monthly,138,22,1,0
58331,63,Female,34,22,5,20,Standard,Monthly,374,6,1,2
58332,23,Female,32,2,6,25,Basic,Annual,772,5,1,1
58333,26,Female,41,8,5,19,Basic,Annual,513,8,1,1
58334,38,Male,36,1,7,30,Standard,Monthly,864,16,1,0
58335,28,Female,45,26,10,26,Premium,Annual,860,9,1,1
58336,64,Female,37,5,8,19,Basic,Quarterly,957,25,1,0
58337,40,Male,57,7,10,23,Premium,Monthly,960,28,1,2
58338,45,Female,55,27,9,25,Premium,Monthly,770,24,1,2
58339,51,Female,3,14,9,21,Standard,Monthly,904,28,1,2
58340,32,Male,33,29,9,28,Premium,Monthly,758,4,1,2
58341,38,Female,26,28,5,18,Premium,Monthly,307,8,1,2
58342,33,Female,48,10,3,23,Basic,Monthly,645,13,1,0
58343,55,Male,3,4,10,27,Standard,Annual,567,16,1,1
58344,63,Male,2,5,4,16,Basic,Annual,172,29,1,1
58345,42,Female,52,7,8,24,Premium,Monthly,372,11,1,2
58346,29,Male,48,18,6,27,Standard,Quarterly,149,22,1,1
58347,29,Female,52,11,7,25,Premium,Annual,882,5,1,1
58348,27,Female,21,13,6,22,Basic,Monthly,452,15,1,0
58349,59,Male,3,2,1,16,Standard,Annual,591,21,1,1
58350,34,Female,40,1,7,30,Standard,Annual,887,6,1,1
58351,18,Female,43,28,2,22,Premium,Annual,366,29,1,1
58352,35,Male,20,2,1,12,Basic,Annual,281,19,1,1
58353,57,Male,14,1,10,6,Basic,Monthly,666,27,1,0
58354,54,Male,5,2,7,8,Standard,Annual,597,13,1,1
58355,57,Female,43,26,4,29,Standard,Monthly,293,27,1,2
58356,31,Female,24,23,6,20,Premium,Monthly,925,5,1,2
58357,46,Male,41,30,5,18,Basic,Quarterly,713,25,1,0
58358,46,Female,19,6,9,21,Basic,Quarterly,446,4,1,0
58359,60,Female,24,19,9,29,Standard,Annual,208,1,1,1
58360,61,Male,36,29,6,17,Basic,Annual,668,9,1,1
58361,51,Female,39,27,6,22,Premium,Quarterly,503,20,1,2
58362,24,Male,51,27,8,21,Premium,Quarterly,124,18,1,2
58363,37,Female,31,4,6,16,Basic,Quarterly,592,9,1,0
58364,28,Male,34,16,5,25,Premium,Monthly,105,23,1,2
58365,45,Female,11,16,3,27,Premium,Annual,295,15,1,1
58366,31,Male,58,8,9,27,Premium,Annual,752,27,1,1
58367,60,Female,7,1,3,22,Standard,Quarterly,149,5,1,2
58368,26,Female,56,20,6,29,Standard,Monthly,882,17,1,2
58369,61,Male,54,10,6,26,Premium,Quarterly,575,18,1,2
58370,24,Female,28,28,6,17,Basic,Monthly,573,15,1,0
58371,32,Female,24,14,7,21,Standard,Annual,777,20,1,1
58372,53,Female,46,10,8,17,Premium,Annual,781,17,1,1
58373,58,Female,4,3,0,21,Basic,Quarterly,914,20,1,0
58374,44,Female,47,18,8,20,Standard,Monthly,609,21,1,2
58375,27,Male,39,21,9,20,Standard,Monthly,478,30,1,0
58376,31,Female,8,15,9,25,Standard,Monthly,339,23,1,2
58377,23,Female,29,1,9,0,Standard,Annual,266,21,1,1
58378,45,Female,14,3,7,28,Standard,Quarterly,225,9,1,2
58379,47,Female,55,22,3,21,Standard,Quarterly,241,3,1,2
58380,45,Female,59,21,0,21,Standard,Quarterly,284,13,1,2
58381,34,Male,38,8,10,21,Basic,Annual,985,4,1,1
58382,50,Male,25,24,10,27,Basic,Annual,884,12,1,1
58383,37,Female,10,22,1,24,Standard,Annual,494,30,1,1
58384,57,Male,38,14,7,30,Premium,Annual,874,17,1,1
58385,48,Female,58,22,6,29,Standard,Monthly,990,10,1,2
58386,65,Male,28,24,9,24,Standard,Quarterly,949,20,1,1
